missing_value,normalization,model,outlier_bef_normalization_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
4,2,1,0.14127764127764128,0.30038,2.69161,0.059328961153341485,1.0408674940453804,6254.12,0.37,1204.37,0.32,6254.12,0.32,5049.25,0.52,6254.12,0.38,7833.82,0.15,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,6254.12,0.12,6254.12,0.07,6254.12,0.26,531.49,0.1,0.4631711263556251
4,3,1,0.14127764127764128,0.30038,2.69161,0.059328961153341485,1.0408674940453804,9251.89,0.37,1204.37,0.32,4608.07,0.32,5049.25,0.52,73.76,0.38,7833.82,0.15,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,1197.48,0.12,2194.1,0.07,696.3,0.26,531.49,0.1,0.43122794751149546
4,4,1,0.14127764127764128,0.30038,2.69161,0.059328961153341485,1.0408674940453804,202.4,0.37,1204.37,0.32,16735.6,0.32,5049.25,0.52,149.0,0.38,7833.82,0.15,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,522.09,0.26,531.49,0.1,0.47986444226665675
4,5,1,0.14127764127764128,0.30038,2.69161,0.059328961153341485,1.0408674940453804,3317.44,0.37,1204.37,0.32,17554.5,0.32,5049.25,0.52,365.26,0.38,7833.82,0.15,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,619.65,0.26,531.49,0.1,0.47902198228350595
5,1,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,308190.42,0.37,1204.37,0.0,104648.26,0.32,5049.25,0.0,143587.75,0.38,8426.72,0.0,5316.03,0.0,9669.05,0.0,529.55,0.0,2320.71,0.0,1197.48,0.12,2194.1,0.07,384176.59,0.26,531.49,0.0,0.16224346520411032
5,2,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,6254.12,0.37,1204.37,0.32,6254.12,0.32,5049.25,0.52,6254.12,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,6254.12,0.12,6254.12,0.07,6254.12,0.26,531.49,0.1,0.466221748457878
5,3,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,9251.89,0.37,1204.37,0.32,4608.07,0.32,5049.25,0.52,73.76,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,1197.48,0.12,2194.1,0.07,696.3,0.26,531.49,0.1,0.4369366168258935
5,4,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,202.4,0.37,1204.37,0.32,16735.6,0.32,5049.25,0.52,149.0,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,522.09,0.26,531.49,0.1,0.4813663516515845
5,5,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,3317.44,0.37,1204.37,0.32,17554.5,0.32,5049.25,0.52,365.26,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,619.65,0.26,531.49,0.1,0.4825391094376531
6,1,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,308190.42,0.37,1204.37,0.0,104648.26,0.32,5049.25,0.0,143587.75,0.38,8426.72,0.0,5316.03,0.0,9669.05,0.0,529.55,0.0,2320.71,0.0,1197.48,0.12,2194.1,0.07,384176.59,0.26,531.49,0.0,0.16224346520411032
6,2,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,6254.12,0.37,1204.37,0.32,6254.12,0.32,5049.25,0.52,6254.12,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,6254.12,0.12,6254.12,0.07,6254.12,0.26,531.49,0.1,0.466221748457878
6,3,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,9251.89,0.37,1204.37,0.32,4608.07,0.32,5049.25,0.52,73.76,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,1197.48,0.12,2194.1,0.07,696.3,0.26,531.49,0.1,0.4369366168258935
6,4,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,202.4,0.37,1204.37,0.32,16735.6,0.32,5049.25,0.52,149.0,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,522.09,0.26,531.49,0.1,0.4813663516515845
6,5,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,3317.44,0.37,1204.37,0.32,17554.5,0.32,5049.25,0.52,365.26,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,619.65,0.26,531.49,0.1,0.4825391094376531
7,1,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,308190.42,0.37,1204.37,0.0,104648.26,0.32,5049.25,0.0,143587.75,0.38,8426.72,0.0,5316.03,0.0,9669.05,0.0,529.55,0.0,2320.71,0.0,1197.48,0.12,2194.1,0.07,384176.59,0.26,531.49,0.0,0.16224346520411032
7,2,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,6254.12,0.37,1204.37,0.32,6254.12,0.32,5049.25,0.52,6254.12,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,6254.12,0.12,6254.12,0.07,6254.12,0.26,531.49,0.1,0.466221748457878
7,3,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,9251.89,0.37,1204.37,0.32,4608.07,0.32,5049.25,0.52,73.76,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,1197.48,0.12,2194.1,0.07,696.3,0.26,531.49,0.1,0.4369366168258935
7,4,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,202.4,0.37,1204.37,0.32,16735.6,0.32,5049.25,0.52,149.0,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,522.09,0.26,531.49,0.1,0.4813663516515845
7,5,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,3317.44,0.37,1204.37,0.32,17554.5,0.32,5049.25,0.52,365.26,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,619.65,0.26,531.49,0.1,0.4825391094376531
8,1,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,308190.42,0.37,1204.37,0.0,104648.26,0.32,5049.25,0.0,143587.75,0.38,8426.72,0.0,5316.03,0.0,9669.05,0.0,529.55,0.0,2320.71,0.0,1197.48,0.12,2194.1,0.07,384176.59,0.26,531.49,0.0,0.16224346520411032
8,2,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,6254.12,0.37,1204.37,0.32,6254.12,0.32,5049.25,0.52,6254.12,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,6254.12,0.12,6254.12,0.07,6254.12,0.26,531.49,0.1,0.466221748457878
8,3,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,9251.89,0.37,1204.37,0.32,4608.07,0.32,5049.25,0.52,73.76,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,1197.48,0.12,2194.1,0.07,696.3,0.26,531.49,0.1,0.4369366168258935
8,4,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,202.4,0.37,1204.37,0.32,16735.6,0.32,5049.25,0.52,149.0,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,522.09,0.26,531.49,0.1,0.4813663516515845
8,5,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,3317.44,0.37,1204.37,0.32,17554.5,0.32,5049.25,0.52,365.26,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,619.65,0.26,531.49,0.1,0.4825391094376531
9,1,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,308190.42,0.37,1204.37,0.0,104648.26,0.32,5049.25,0.0,143587.75,0.38,8426.72,0.0,5316.03,0.0,9669.05,0.0,529.55,0.0,2320.71,0.0,1197.48,0.12,2194.1,0.07,384176.59,0.26,531.49,0.0,0.16224346520411032
9,2,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,6254.12,0.37,1204.37,0.32,6254.12,0.32,5049.25,0.52,6254.12,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,6254.12,0.12,6254.12,0.07,6254.12,0.26,531.49,0.1,0.466221748457878
9,3,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,9251.89,0.37,1204.37,0.32,4608.07,0.32,5049.25,0.52,73.76,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,1197.48,0.12,2194.1,0.07,696.3,0.26,531.49,0.1,0.4369366168258935
9,4,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,202.4,0.37,1204.37,0.32,16735.6,0.32,5049.25,0.52,149.0,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,522.09,0.26,531.49,0.1,0.4813663516515845
9,5,1,0.13998771498771498,0.30038,2.69161,0.059328961153341485,1.0408674940453804,3317.44,0.37,1204.37,0.32,17554.5,0.32,5049.25,0.52,365.26,0.38,8119.49,0.25,5316.03,0.43,9669.05,0.48,529.55,0.13,2320.71,0.27,27503.09,0.12,26390.36,0.07,619.65,0.26,531.49,0.1,0.4825391094376531
